tempo, rssi, distancia, nivel_invasao, amostragem
16:19:12.261, -43, 0.5, 1, 0.050
16:19:12.357, -43, 0.5, 1, 0.050
16:19:12.453, -43, 0.5, 1, 0.050
16:19:12.551, -38, 0.5, 1, 0.050
16:19:12.648, -39, 0.5, 1, 0.050
16:19:12.809, -48, 0.5, 1, 0.050
16:19:12.906, -42, 0.5, 1, 0.050
16:19:13.003, -54, 0.5, 1, 0.050
16:25:18.911, -70, 1, 0, 0.050
16:25:19.009, -64, 1, 0, 0.050
16:25:19.104, -63, 1, 0, 0.050
16:25:19.201, -64, 1, 0, 0.050
16:25:19.425, -64, 1, 0, 0.050
16:25:19.618, -58, 1, 0, 0.050
16:25:19.714, -62, 1, 0, 0.050
16:25:19.874, -66, 1, 0, 0.050
16:25:19.971, -63, 1, 0, 0.050
16:25:20.068, -63, 1, 0, 0.050
16:25:20.165, -63, 1, 0, 0.050
16:25:20.262, -64, 1, 0, 0.050
16:25:20.359, -62, 1, 0, 0.050
16:25:20.454, -64, 1, 0, 0.050
16:25:20.583, -61, 1, 0, 0.050
16:25:20.712, -68, 1, 0, 0.050
16:25:20.809, -64, 1, 0, 0.050
16:25:20.905, -64, 1, 0, 0.050
16:25:21.036, -64, 1, 0, 0.050
16:25:21.133, -64, 1, 0, 0.050
16:25:21.231, -65, 1, 0, 0.050
16:25:21.327, -64, 1, 0, 0.050
16:25:21.424, -63, 1, 0, 0.050
16:25:21.522, -55, 1, 0, 0.050
16:25:21.684, -67, 1, 0, 0.050
16:25:21.780, -65, 1, 0, 0.050
16:25:21.974, -63, 1, 0, 0.050
16:25:22.071, -64, 1, 0, 0.050
16:25:22.167, -60, 1, 0, 0.050
16:25:22.264, -62, 1, 0, 0.050
16:25:22.394, -55, 1, 0, 0.050
16:25:22.523, -65, 1, 0, 0.050
16:25:22.619, -63, 1, 0, 0.050
16:25:22.715, -62, 1, 0, 0.050
16:25:22.844, -61, 1, 0, 0.050
16:25:22.940, -62, 1, 0, 0.050
16:25:23.036, -62, 1, 0, 0.050
16:25:23.133, -59, 1, 0, 0.050
16:25:23.328, -58, 1, 0, 0.050
16:25:23.489, -67, 1, 0, 0.050
16:25:23.585, -63, 1, 0, 0.050
16:25:23.681, -57, 1, 0, 0.050
16:25:23.779, -53, 1, 0, 0.050
16:25:23.876, -49, 1, 0, 0.050
16:25:23.973, -48, 1, 0, 0.050
16:25:24.071, -46, 1, 0, 0.050
16:25:24.199, -52, 1, 0, 0.050
16:25:24.328, -57, 1, 0, 0.050
16:25:24.424, -47, 1, 0, 0.050
16:25:24.521, -46, 1, 0, 0.050
16:25:24.748, -48, 1, 0, 0.050
16:25:24.845, -47, 1, 0, 0.050
16:25:24.942, -48, 1, 0, 0.050
16:25:25.038, -48, 1, 0, 0.050
16:25:25.135, -54, 1, 0, 0.050
16:25:25.298, -50, 1, 0, 0.050
16:25:25.393, -48, 1, 0, 0.050
16:25:25.491, -48, 1, 0, 0.050
16:25:25.586, -47, 1, 0, 0.050
16:25:25.683, -48, 1, 0, 0.050
16:25:25.780, -48, 1, 0, 0.050
16:25:25.877, -47, 1, 0, 0.050
16:25:26.006, -43, 1, 0, 0.050
16:25:26.134, -52, 1, 0, 0.050
16:25:26.232, -49, 1, 0, 0.050
16:25:26.330, -49, 1, 0, 0.050
16:25:26.427, -49, 1, 0, 0.050
16:25:26.555, -49, 1, 0, 0.050
16:25:26.652, -49, 1, 0, 0.050
16:25:26.749, -48, 1, 0, 0.050
16:25:26.847, -81, 1, 0, 0.050
16:25:26.943, -46, 1, 0, 0.050
16:25:27.103, -50, 1, 0, 0.050
16:25:27.200, -48, 1, 0, 0.050
16:25:27.297, -48, 1, 0, 0.050
16:25:27.393, -48, 1, 0, 0.050
16:25:27.500, -48, 1, 0, 0.050
16:25:27.588, -48, 1, 0, 0.050
16:25:27.685, -49, 1, 0, 0.050
16:25:27.782, -48, 1, 0, 0.050
16:25:27.943, -52, 1, 0, 0.050
16:25:28.039, -48, 1, 0, 0.050
16:25:28.136, -48, 1, 0, 0.050
16:25:28.264, -48, 1, 0, 0.050
16:25:28.361, -48, 1, 0, 0.050
16:25:28.457, -48, 1, 0, 0.050
16:25:28.553, -48, 1, 0, 0.050
16:25:28.650, -45, 1, 0, 0.050
16:25:28.746, -43, 1, 0, 0.050
16:25:28.908, -50, 1, 0, 0.050
16:25:29.004, -49, 1, 0, 0.050
16:25:29.100, -48, 1, 0, 0.050
16:25:29.197, -48, 1, 0, 0.050
16:25:29.293, -48, 1, 0, 0.050
16:25:29.422, -48, 1, 0, 0.050
16:25:29.517, -48, 1, 0, 0.050
16:25:29.614, -44, 1, 0, 0.050
16:25:29.743, -53, 1, 0, 0.050
16:25:29.871, -48, 1, 0, 0.050
16:25:29.967, -48, 1, 0, 0.050
16:25:30.063, -48, 1, 0, 0.050
16:25:30.160, -48, 1, 0, 0.050
16:25:30.255, -49, 1, 0, 0.050
16:25:30.351, -81, 1, 0, 0.050
16:25:30.449, -48, 1, 0, 0.050
16:25:30.544, -46, 1, 0, 0.050
16:25:30.803, -47, 1, 0, 0.050
16:25:30.899, -47, 1, 0, 0.050
16:25:30.996, -48, 1, 0, 0.050
16:25:31.125, -49, 1, 0, 0.050
16:25:31.220, -48, 1, 0, 0.050
16:25:31.318, -47, 1, 0, 0.050
16:25:31.414, -42, 1, 0, 0.050
16:25:31.575, -53, 1, 0, 0.050
16:25:31.671, -81, 1, 0, 0.050
16:25:31.767, -48, 1, 0, 0.050
16:25:31.863, -48, 1, 0, 0.050
16:25:31.960, -48, 1, 0, 0.050
16:25:32.056, -47, 1, 0, 0.050
16:25:32.154, -47, 1, 0, 0.050
16:25:32.251, -45, 1, 0, 0.050
16:25:32.380, -43, 1, 0, 0.050
16:25:32.509, -49, 1, 0, 0.050
16:25:32.606, -49, 1, 0, 0.050
16:25:32.701, -49, 1, 0, 0.050
16:25:32.831, -52, 1, 0, 0.050
16:25:32.927, -54, 1, 0, 0.050
16:25:33.025, -47, 1, 0, 0.050
16:25:33.121, -44, 1, 0, 0.050
16:25:33.220, -41, 1, 0, 0.050
16:25:33.381, -54, 1, 0, 0.050
16:25:33.478, -56, 1, 0, 0.050
16:25:33.574, -45, 1, 0, 0.050
16:25:33.671, -43, 1, 0, 0.050
16:25:33.768, -45, 1, 0, 0.050
16:25:33.863, -52, 1, 0, 0.050
16:25:33.959, -62, 1, 0, 0.050
16:25:34.186, -39, 1, 0, 0.050
16:25:34.314, -45, 1, 0, 0.050
16:25:34.409, -42, 1, 0, 0.050
16:25:34.537, -42, 1, 0, 0.050
16:25:34.635, -42, 1, 0, 0.050
16:25:34.730, -43, 1, 0, 0.050
16:25:34.827, -42, 1, 0, 0.050
16:25:34.926, -39, 1, 0, 0.050
16:25:35.023, -36, 1, 0, 0.050
16:25:35.183, -46, 1, 0, 0.050
16:25:35.279, -42, 1, 0, 0.050
16:25:35.375, -42, 1, 0, 0.050
16:25:35.473, -41, 1, 0, 0.050
16:25:35.568, -41, 1, 0, 0.050
16:26:37.393, -54, 1, 1, 0.050
16:26:37.554, -55, 1, 1, 0.050
16:26:37.650, -53, 1, 1, 0.050
16:26:37.747, -54, 1, 1, 0.050
16:26:37.843, -54, 1, 1, 0.050
16:26:37.972, -54, 1, 1, 0.050
16:26:38.069, -53, 1, 1, 0.050
16:26:38.165, -50, 1, 1, 0.050
16:26:38.262, -48, 1, 1, 0.050
16:26:38.422, -52, 1, 1, 0.050
16:26:38.520, -48, 1, 1, 0.050
16:26:38.617, -48, 1, 1, 0.050
16:26:38.713, -49, 1, 1, 0.050
16:26:38.811, -47, 1, 1, 0.050
16:26:38.909, -46, 1, 1, 0.050
16:26:39.006, -45, 1, 1, 0.050
16:26:39.103, -45, 1, 1, 0.050
16:26:39.199, -44, 1, 1, 0.050
16:26:39.360, -59, 1, 1, 0.050
16:26:39.456, -61, 1, 1, 0.050
16:26:39.553, -57, 1, 1, 0.050
16:26:39.649, -49, 1, 1, 0.050
16:26:39.778, -47, 1, 1, 0.050
16:26:39.875, -47, 1, 1, 0.050
16:26:39.972, -47, 1, 1, 0.050
16:26:40.069, -49, 1, 1, 0.050
16:26:40.165, -43, 1, 1, 0.050
16:26:40.326, -51, 1, 1, 0.050
16:26:40.421, -50, 1, 1, 0.050
16:26:40.519, -55, 1, 1, 0.050
16:26:40.616, -57, 1, 1, 0.050
16:26:40.714, -57, 1, 1, 0.050
16:26:40.811, -48, 1, 1, 0.050
16:26:40.907, -45, 1, 1, 0.050
16:26:41.003, -45, 1, 1, 0.050
16:26:41.165, -52, 1, 1, 0.050
16:26:41.262, -47, 1, 1, 0.050
16:26:41.358, -46, 1, 1, 0.050
16:26:41.487, -46, 1, 1, 0.050
16:26:41.583, -46, 1, 1, 0.050
16:26:41.679, -46, 1, 1, 0.050
16:26:41.775, -46, 1, 1, 0.050
16:26:41.871, -45, 1, 1, 0.050
16:26:41.967, -39, 1, 1, 0.050
16:26:42.128, -53, 1, 1, 0.050
16:26:42.225, -52, 1, 1, 0.050
16:26:42.321, -54, 1, 1, 0.050
16:26:42.419, -49, 1, 1, 0.050
16:26:42.516, -47, 1, 1, 0.050
16:26:42.613, -49, 1, 1, 0.050
16:26:42.709, -49, 1, 1, 0.050
16:26:42.839, -46, 1, 1, 0.050
16:26:42.968, -58, 1, 1, 0.050
16:26:43.064, -55, 1, 1, 0.050
16:26:43.160, -58, 1, 1, 0.050
16:26:43.289, -58, 1, 1, 0.050
16:26:43.385, -55, 1, 1, 0.050
16:26:43.483, -54, 1, 1, 0.050
16:26:43.579, -51, 1, 1, 0.050
16:26:43.675, -48, 1, 1, 0.050
16:26:43.773, -44, 1, 1, 0.050
16:26:43.934, -51, 1, 1, 0.050
16:26:44.030, -46, 1, 1, 0.050
16:26:44.127, -48, 1, 1, 0.050
16:26:44.223, -52, 1, 1, 0.050
16:26:44.321, -57, 1, 1, 0.050
16:26:44.418, -49, 1, 1, 0.050
16:26:44.516, -42, 1, 1, 0.050
16:26:44.645, -38, 1, 1, 0.050
16:26:44.742, -42, 1, 1, 0.050
16:26:44.871, -50, 1, 1, 0.050
16:26:45.000, -49, 1, 1, 0.050
16:26:45.097, -53, 1, 1, 0.050
16:26:45.193, -53, 1, 1, 0.050
16:26:45.289, -50, 1, 1, 0.050
16:26:45.385, -49, 1, 1, 0.050
16:26:45.482, -49, 1, 1, 0.050
16:26:45.579, -49, 1, 1, 0.050
16:26:45.739, -54, 1, 1, 0.050
16:26:45.836, -51, 1, 1, 0.050
16:26:45.933, -49, 1, 1, 0.050
16:26:46.030, -49, 1, 1, 0.050
16:26:46.127, -46, 1, 1, 0.050
16:26:46.224, -45, 1, 1, 0.050
16:26:46.353, -44, 1, 1, 0.050
16:26:46.449, -40, 1, 1, 0.050
16:26:46.546, -45, 1, 1, 0.050
16:26:46.675, -51, 1, 1, 0.050
16:26:46.806, -62, 1, 1, 0.050
16:26:46.902, -47, 1, 1, 0.050
16:26:46.999, -47, 1, 1, 0.050
16:26:47.095, -46, 1, 1, 0.050
16:26:47.190, -47, 1, 1, 0.050
16:26:47.288, -81, 1, 1, 0.050
16:26:47.385, -37, 1, 1, 0.050
16:26:47.546, -50, 1, 1, 0.050
16:26:47.642, -51, 1, 1, 0.050
16:26:47.740, -49, 1, 1, 0.050
16:26:47.837, -68, 1, 1, 0.050
16:26:47.934, -62, 1, 1, 0.050
16:26:48.031, -62, 1, 1, 0.050
16:26:48.159, -62, 1, 1, 0.050
16:26:48.254, -52, 1, 1, 0.050
16:26:48.351, -55, 1, 1, 0.050
16:26:48.512, -59, 1, 1, 0.050
16:26:48.609, -52, 1, 1, 0.050
16:26:48.705, -52, 1, 1, 0.050
16:26:48.802, -51, 1, 1, 0.050
16:26:48.899, -51, 1, 1, 0.050
16:26:48.995, -50, 1, 1, 0.050
16:26:49.092, -48, 1, 1, 0.050
16:26:49.188, -44, 1, 1, 0.050
16:26:49.349, -58, 1, 1, 0.050
16:26:49.446, -56, 1, 1, 0.050
16:26:49.640, -56, 1, 1, 0.050
16:26:49.769, -54, 1, 1, 0.050
16:26:49.866, -60, 1, 1, 0.050
16:26:50.059, -57, 1, 1, 0.050
16:26:50.154, -48, 1, 1, 0.050
16:26:50.316, -62, 1, 1, 0.050
16:26:50.413, -61, 1, 1, 0.050
16:26:50.510, -59, 1, 1, 0.050
16:26:50.607, -56, 1, 1, 0.050
16:26:50.703, -56, 1, 1, 0.050
16:26:50.800, -58, 1, 1, 0.050
16:26:50.897, -58, 1, 1, 0.050
16:26:50.993, -44, 1, 1, 0.050
16:26:51.154, -53, 1, 1, 0.050
16:26:51.251, -46, 1, 1, 0.050
16:26:51.347, -46, 1, 1, 0.050
16:26:51.475, -46, 1, 1, 0.050
16:26:51.571, -43, 1, 1, 0.050
16:26:51.669, -42, 1, 1, 0.050
16:26:51.765, -43, 1, 1, 0.050
16:26:52.119, -51, 1, 1, 0.050
16:26:52.215, -50, 1, 1, 0.050
16:26:52.313, -48, 1, 1, 0.050
16:26:52.410, -47, 1, 1, 0.050
16:26:52.505, -48, 1, 1, 0.050
16:26:52.603, -56, 1, 1, 0.050
16:26:52.700, -58, 1, 1, 0.050
16:26:52.828, -51, 1, 1, 0.050
16:26:52.956, -74, 1, 1, 0.050
16:26:53.149, -44, 1, 1, 0.050
16:26:53.279, -43, 1, 1, 0.050
16:26:53.472, -44, 1, 1, 0.050
16:26:53.568, -42, 1, 1, 0.050
16:26:53.665, -43, 1, 1, 0.050
16:28:46.051, -50, 2, 0, 0.050
16:28:46.212, -56, 2, 0, 0.050
16:28:46.308, -53, 2, 0, 0.050
16:28:46.405, -49, 2, 0, 0.050
16:28:46.503, -51, 2, 0, 0.050
16:28:46.599, -54, 2, 0, 0.050
16:28:46.729, -53, 2, 0, 0.050
16:28:46.834, -52, 2, 0, 0.050
16:28:46.922, -51, 2, 0, 0.050
16:28:47.019, -53, 2, 0, 0.050
16:28:47.180, -56, 2, 0, 0.050
16:28:47.275, -51, 2, 0, 0.050
16:28:47.372, -51, 2, 0, 0.050
16:28:47.467, -53, 2, 0, 0.050
16:28:47.565, -53, 2, 0, 0.050
16:28:47.661, -53, 2, 0, 0.050
16:28:47.758, -51, 2, 0, 0.050
16:28:47.855, -53, 2, 0, 0.050
16:28:47.984, -55, 2, 0, 0.050
16:28:48.114, -53, 2, 0, 0.050
16:28:48.212, -53, 2, 0, 0.050
16:28:48.308, -52, 2, 0, 0.050
16:28:48.405, -53, 2, 0, 0.050
16:28:48.534, -51, 2, 0, 0.050
16:28:48.630, -52, 2, 0, 0.050
16:28:48.726, -53, 2, 0, 0.050
16:28:48.823, -50, 2, 0, 0.050
16:28:48.963, -54, 2, 0, 0.050
16:28:49.060, -53, 2, 0, 0.050
16:28:49.189, -50, 2, 0, 0.050
16:28:49.286, -51, 2, 0, 0.050
16:28:49.382, -52, 2, 0, 0.050
16:28:49.478, -51, 2, 0, 0.050
16:28:49.575, -51, 2, 0, 0.050
16:28:49.672, -52, 2, 0, 0.050
16:28:49.768, -51, 2, 0, 0.050
16:28:49.928, -54, 2, 0, 0.050
16:28:50.025, -51, 2, 0, 0.050
16:28:50.122, -52, 2, 0, 0.050
16:28:50.218, -51, 2, 0, 0.050
16:28:50.314, -51, 2, 0, 0.050
16:28:50.443, -51, 2, 0, 0.050
16:28:50.540, -52, 2, 0, 0.050
16:28:50.636, -49, 2, 0, 0.050
16:28:50.797, -57, 2, 0, 0.050
16:28:50.894, -52, 2, 0, 0.050
16:28:50.990, -52, 2, 0, 0.050
16:28:51.086, -51, 2, 0, 0.050
16:28:51.183, -52, 2, 0, 0.050
16:28:51.279, -52, 2, 0, 0.050
16:28:51.377, -52, 2, 0, 0.050
16:28:51.474, -53, 2, 0, 0.050
16:28:51.603, -53, 2, 0, 0.050
16:28:51.731, -53, 2, 0, 0.050
16:28:51.827, -51, 2, 0, 0.050
16:28:51.924, -53, 2, 0, 0.050
16:28:52.022, -51, 2, 0, 0.050
16:28:52.151, -53, 2, 0, 0.050
16:28:52.248, -53, 2, 0, 0.050
16:28:52.346, -52, 2, 0, 0.050
16:28:52.442, -52, 2, 0, 0.050
16:28:52.603, -57, 2, 0, 0.050
16:28:52.699, -54, 2, 0, 0.050
16:28:52.796, -51, 2, 0, 0.050
16:28:52.892, -53, 2, 0, 0.050
16:28:52.989, -52, 2, 0, 0.050
16:28:53.084, -51, 2, 0, 0.050
16:28:53.180, -53, 2, 0, 0.050
16:28:53.277, -53, 2, 0, 0.050
16:28:53.407, -52, 2, 0, 0.050
16:28:53.536, -56, 2, 0, 0.050
16:28:53.633, -51, 2, 0, 0.050
16:28:53.761, -53, 2, 0, 0.050
16:28:53.857, -53, 2, 0, 0.050
16:28:53.954, -52, 2, 0, 0.050
16:28:54.050, -53, 2, 0, 0.050
16:28:54.148, -51, 2, 0, 0.050
16:28:54.244, -51, 2, 0, 0.050
16:28:54.340, -47, 2, 0, 0.050
16:28:54.500, -53, 2, 0, 0.050
16:28:54.597, -52, 2, 0, 0.050
16:28:54.695, -51, 2, 0, 0.050
16:28:54.792, -51, 2, 0, 0.050
16:28:54.889, -51, 2, 0, 0.050
16:28:54.986, -53, 2, 0, 0.050
16:28:55.114, -51, 2, 0, 0.050
16:28:55.211, -51, 2, 0, 0.050
16:28:55.341, -57, 2, 0, 0.050
16:28:55.438, -53, 2, 0, 0.050
16:28:55.567, -53, 2, 0, 0.050
16:28:55.665, -53, 2, 0, 0.050
16:28:55.763, -53, 2, 0, 0.050
16:28:55.860, -53, 2, 0, 0.050
16:28:55.957, -51, 2, 0, 0.050
16:28:56.053, -51, 2, 0, 0.050
16:28:56.149, -53, 2, 0, 0.050
16:28:56.311, -54, 2, 0, 0.050
16:28:56.407, -52, 2, 0, 0.050
16:28:56.505, -53, 2, 0, 0.050
16:28:56.602, -51, 2, 0, 0.050
16:28:56.697, -52, 2, 0, 0.050
16:28:56.794, -50, 2, 0, 0.050
16:28:57.059, -51, 2, 0, 0.050
16:28:57.150, -56, 2, 0, 0.050
16:28:57.246, -52, 2, 0, 0.050
16:28:57.342, -53, 2, 0, 0.050
16:28:57.471, -51, 2, 0, 0.050
16:28:57.568, -52, 2, 0, 0.050
16:28:57.667, -52, 2, 0, 0.050
16:28:57.763, -51, 2, 0, 0.050
16:28:57.859, -53, 2, 0, 0.050
16:28:57.954, -55, 2, 0, 0.050
16:28:58.116, -53, 2, 0, 0.050
16:28:58.212, -52, 2, 0, 0.050
16:28:58.310, -51, 2, 0, 0.050
16:28:58.406, -54, 2, 0, 0.050
16:28:58.501, -52, 2, 0, 0.050
16:28:58.631, -51, 2, 0, 0.050
16:28:58.726, -49, 2, 0, 0.050
16:28:58.824, -52, 2, 0, 0.050
16:28:58.951, -54, 2, 0, 0.050
16:28:59.082, -50, 2, 0, 0.050
16:28:59.179, -55, 2, 0, 0.050
16:28:59.275, -52, 2, 0, 0.050
16:28:59.371, -50, 2, 0, 0.050
16:28:59.468, -51, 2, 0, 0.050
16:28:59.564, -53, 2, 0, 0.050
16:28:59.660, -50, 2, 0, 0.050
16:28:59.756, -51, 2, 0, 0.050
16:28:59.918, -52, 2, 0, 0.050
16:29:00.015, -52, 2, 0, 0.050
16:29:00.111, -57, 2, 0, 0.050
16:29:00.207, -65, 2, 0, 0.050
16:30:30.977, -54, 2, 1, 0.050
16:30:31.107, -56, 2, 1, 0.050
16:30:31.203, -57, 2, 1, 0.050
16:30:31.299, -57, 2, 1, 0.050
16:30:31.396, -58, 2, 1, 0.050
16:30:31.492, -57, 2, 1, 0.050
16:30:31.588, -58, 2, 1, 0.050
16:30:31.750, -69, 2, 1, 0.050
16:30:31.846, -65, 2, 1, 0.050
16:30:31.943, -66, 2, 1, 0.050
16:30:32.202, -62, 2, 1, 0.050
16:30:32.299, -64, 2, 1, 0.050
16:30:32.394, -66, 2, 1, 0.050
16:30:32.492, -60, 2, 1, 0.050
16:30:32.589, -51, 2, 1, 0.050
16:30:32.752, -57, 2, 1, 0.050
16:30:32.849, -56, 2, 1, 0.050
16:30:32.944, -57, 2, 1, 0.050
16:30:33.041, -59, 2, 1, 0.050
16:30:33.138, -58, 2, 1, 0.050
16:30:33.234, -58, 2, 1, 0.050
16:30:33.363, -57, 2, 1, 0.050
16:30:33.588, -58, 2, 1, 0.050
16:30:33.718, -56, 2, 1, 0.050
16:30:33.815, -59, 2, 1, 0.050
16:30:33.912, -60, 2, 1, 0.050
16:30:34.010, -58, 2, 1, 0.050
16:30:34.106, -54, 2, 1, 0.050
16:30:34.201, -54, 2, 1, 0.050
16:30:34.298, -59, 2, 1, 0.050
16:30:34.394, -55, 2, 1, 0.050
16:30:34.556, -68, 2, 1, 0.050
16:30:34.654, -58, 2, 1, 0.050
16:30:34.751, -56, 2, 1, 0.050
16:30:34.847, -54, 2, 1, 0.050
16:30:34.944, -53, 2, 1, 0.050
16:30:35.041, -49, 2, 1, 0.050
16:30:35.171, -54, 2, 1, 0.050
16:30:35.267, -61, 2, 1, 0.050
16:30:35.396, -60, 2, 1, 0.050
16:30:35.525, -55, 2, 1, 0.050
16:30:35.621, -53, 2, 1, 0.050
16:30:35.717, -53, 2, 1, 0.050
16:30:35.814, -56, 2, 1, 0.050
16:30:35.910, -52, 2, 1, 0.050
16:30:36.006, -49, 2, 1, 0.050
16:30:36.102, -47, 2, 1, 0.050
16:30:36.199, -43, 2, 1, 0.050
16:30:36.361, -53, 2, 1, 0.050
16:30:36.458, -56, 2, 1, 0.050
16:30:36.554, -69, 2, 1, 0.050
16:30:36.909, -65, 2, 1, 0.050
16:30:37.005, -59, 2, 1, 0.050
16:30:37.359, -69, 2, 1, 0.050
16:30:37.809, -62, 2, 1, 0.050
16:30:37.906, -55, 2, 1, 0.050
16:30:38.002, -56, 2, 1, 0.050
16:30:38.164, -60, 2, 1, 0.050
16:30:38.262, -58, 2, 1, 0.050
16:30:38.357, -60, 2, 1, 0.050
16:30:38.453, -62, 2, 1, 0.050
16:30:38.582, -62, 2, 1, 0.050
16:30:38.678, -55, 2, 1, 0.050
16:30:38.775, -55, 2, 1, 0.050
16:30:38.872, -54, 2, 1, 0.050
16:30:39.032, -59, 2, 1, 0.050
16:30:39.128, -57, 2, 1, 0.050
16:30:39.225, -56, 2, 1, 0.050
16:30:39.322, -59, 2, 1, 0.050
16:30:39.420, -58, 2, 1, 0.050
16:30:39.516, -54, 2, 1, 0.050
16:30:39.612, -52, 2, 1, 0.050
16:30:39.709, -52, 2, 1, 0.050
16:30:39.839, -52, 2, 1, 0.050
16:30:39.967, -55, 2, 1, 0.050
16:30:40.065, -53, 2, 1, 0.050
16:30:40.163, -54, 2, 1, 0.050
16:30:40.293, -55, 2, 1, 0.050
16:30:40.390, -57, 2, 1, 0.050
16:30:40.487, -64, 2, 1, 0.050
16:30:41.034, -61, 2, 1, 0.050
16:30:41.130, -65, 2, 1, 0.050
16:30:41.615, -57, 2, 1, 0.050
16:30:59.668, -61, 2, 1, 0.050
16:30:59.763, -53, 2, 1, 0.050
16:30:59.861, -49, 2, 1, 0.050
16:30:59.991, -65, 2, 1, 0.050
16:31:00.120, -68, 2, 1, 0.050
16:31:01.058, -65, 2, 1, 0.050
16:31:01.155, -64, 2, 1, 0.050
16:31:01.252, -64, 2, 1, 0.050
16:31:01.347, -61, 2, 1, 0.050
16:31:01.443, -57, 2, 1, 0.050
16:31:01.573, -57, 2, 1, 0.050
16:31:01.671, -57, 2, 1, 0.050
16:31:01.799, -58, 2, 1, 0.050
16:31:01.897, -57, 2, 1, 0.050
16:31:02.025, -59, 2, 1, 0.050
16:31:02.121, -59, 2, 1, 0.050
16:31:02.219, -55, 2, 1, 0.050
16:31:02.315, -55, 2, 1, 0.050
16:31:02.413, -58, 2, 1, 0.050
16:31:02.509, -54, 2, 1, 0.050
16:31:02.606, -51, 2, 1, 0.050
16:31:02.768, -61, 2, 1, 0.050
16:31:02.864, -54, 2, 1, 0.050
16:31:02.961, -55, 2, 1, 0.050
16:31:03.058, -69, 2, 1, 0.050
16:31:03.315, -57, 2, 1, 0.050
16:31:03.509, -43, 2, 1, 0.050
16:31:03.767, -47, 2, 1, 0.050
16:31:03.863, -49, 2, 1, 0.050
16:31:03.960, -49, 2, 1, 0.050
16:31:04.058, -49, 2, 1, 0.050
16:31:04.153, -52, 2, 1, 0.050
16:31:04.282, -53, 2, 1, 0.050
16:31:04.378, -57, 2, 1, 0.050
16:31:04.506, -57, 2, 1, 0.050
16:31:04.635, -55, 2, 1, 0.050
16:31:04.732, -59, 2, 1, 0.050
16:31:04.829, -58, 2, 1, 0.050
16:31:04.925, -53, 2, 1, 0.050
16:31:05.022, -51, 2, 1, 0.050
16:31:05.118, -49, 2, 1, 0.050
16:31:05.214, -48, 2, 1, 0.050
16:31:05.311, -52, 2, 1, 0.050
16:31:05.472, -62, 2, 1, 0.050
16:31:05.569, -65, 2, 1, 0.050
16:31:06.020, -61, 2, 1, 0.050
16:31:06.115, -61, 2, 1, 0.050
16:31:06.887, -62, 2, 1, 0.050
16:31:06.983, -60, 2, 1, 0.050
16:31:07.080, -58, 2, 1, 0.050